Num,Timestamp,C0,T0,C1,T1,C2,T2,C3,T3,C4,T4,C5,T5,S0,S1,S2,S3,S4,S5,Tool_current,cycle ,Robot_ProtectiveStop,grip_lost
6735,2022-10-26T15:24:48.615Z,0.128914877772331mA,37.1875°,-4.53997802734375mA,40.3125°,-2.98325443267822mA,40.6875°,-1.34145474433898mA,43.3125°,-0.0790446326136589mA,45.1875°,-0.0739219114184379mA,44.5°,-0.00118886027485132m/s,-0.0663435533642768m/s,0.000917380093596875m/s,-0.00688837841153144m/s,-0.000213521678233519m/s,-0.0104459598660469m/s,0.0907914638519287mA,246,0,FALSE
6736,2022-10-26T15:24:49.625Z,0.159781694412231mA,37.1875°,-4.41870594024658mA,40.3125°,-1.65325689315795mA,40.6875°,-1.63356530666351mA,43.375°,-0.0944386422634124mA,45.1875°,0.14831219613552mA,44.4375°,-0.0242193862795829m/s,-0.0305326096713542m/s,0.0259807799011468m/s,-0.510999262332916m/s,0.0262342188507318m/s,0.53169560432434m/s,0.0875657200813293mA,246,0,FALSE
6737,2022-10-26T15:24:50.635Z,0.0915501415729522mA,37.1875°,-3.30228900909423mA,40.3125°,-1.49815869331359mA,40.75°,-1.07218503952026mA,43.375°,0.158784165978431mA,45.1875°,0.092650681734085mA,44.5°,-0.000192406048881821m/s,0.000193401574506424m/s,0.0m/s,-0.000138806717586703m/s,0.0m/s,1.66110767100467e-32m/s,0.0826457738876342mA,246,0,FALSE
6738,2022-10-26T15:24:51.637Z,0.285301685333251mA,37.1875°,-2.53289484977722mA,40.3125°,-1.54375123977661mA,40.6875°,-1.84683799743652mA,43.375°,-0.32101285457611mA,45.1875°,0.239166900515556mA,44.4375°,0.125137105584144m/s,-0.0276755429804325m/s,0.0453752987086772m/s,-0.534050107002258m/s,0.0222813431173563m/s,0.352665424346923m/s,0.0888387560844421mA,246,0,FALSE
6739,2022-10-26T15:24:52.647Z,0.368265241384506mA,37.1875°,-0.0641984269022941mA,40.3125°,0.8242769241333mA,40.6875°,1.10737574100494mA,43.375°,-1.04992294311523mA,45.1875°,-0.0326387472450733mA,44.5°,-0.000230400532018393m/s,0.0m/s,-0.00101608736440539m/s,-0.000235098428674973m/s,-0.000163783552125096m/s,-4.42229320469778e-05m/s,0.0793339610099792mA,246,0,FALSE
6740,2022-10-26T15:24:53.652Z,0.375115603208541mA,37.1875°,-0.390310764312744mA,40.3125°,0.553433060646057mA,40.6875°,1.11341905593872mA,43.3125°,-0.927685618400573mA,45.25°,-0.017474140971899mA,44.5°,-0.000757778761908412m/s,0.0m/s,0.0m/s,4.45109549218614e-09m/s,0.0m/s,-2.75646762359915e-11m/s,0.0780608654022216mA,246,0,FALSE
6741,2022-10-26T15:24:54.661Z,0.37377381324768mA,37.1875°,-0.388687968254089mA,40.3125°,0.496805816888809mA,40.6875°,0.964745879173278mA,43.375°,-0.902302622795105mA,45.1875°,-0.0174614265561103mA,44.5°,0.00153664860408753m/s,0.0m/s,0.0m/s,-7.25138202818868e-29m/s,-1.52488212279422e-06m/s,0.0m/s,0.480347752571105mA,246,0,FALSE
6742,2022-10-26T15:24:55.667Z,0.061002567410469mA,37.1875°,-2.33880710601806mA,40.3125°,-1.10829830169677mA,40.6875°,-0.615640878677368mA,43.375°,0.0162297952920198mA,45.25°,0.0204781871289014mA,44.4375°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0806931257247924mA,246,0,FALSE
6743,2022-10-26T15:24:56.674Z,0.107488900423049mA,37.1875°,-2.25537633895874mA,40.3125°,-1.02540802955627mA,40.6875°,-0.59972608089447mA,43.375°,0.00846153870224952mA,45.25°,0.0318740159273147mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0818800330162048mA,246,0,FALSE
6744,2022-10-26T15:24:57.678Z,0.0965220928192138mA,37.125°,-2.23687434196472mA,40.3125°,-1.02115905284881mA,40.6875°,-0.617851912975311mA,43.375°,0.00252763321623206mA,45.25°,0.0641076192259788mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0824734568595886mA,246,0,FALSE
6745,2022-10-26T15:24:58.683Z,0.0980869978666305mA,37.1875°,-2.20918798446655mA,40.3125°,-1.02905106544494mA,40.75°,-0.618667423725128mA,43.375°,-0.0021508065983653mA,45.1875°,0.0414731055498123mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0831530690193176mA,246,0,FALSE
6746,2022-10-26T15:24:59.688Z,0.11377715319395mA,37.1875°,-2.20413756370544mA,40.3125°,-1.03203535079956mA,40.75°,-0.621994614601135mA,43.375°,0.0183170959353446mA,45.25°,0.0197333451360464mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.088331401348114mA,246,0,FALSE
6747,2022-10-26T15:25:00.691Z,0.108674213290214mA,37.1875°,-2.19876646995544mA,40.3125°,-1.03600680828094mA,40.6875°,-0.617215633392334mA,43.375°,0.0284048430621624mA,45.25°,0.0243822317570447mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0831531286239624mA,246,0,FALSE
6748,2022-10-26T15:25:01.697Z,0.280131667852401mA,37.1875°,-1.52679896354675mA,40.375°,-0.663884222507476mA,40.75°,-0.772024691104888mA,43.375°,-0.120030350983142mA,45.25°,0.141510412096977mA,44.5°,0.0158384647220373m/s,-0.0043633272871375m/s,0.00289257173426449m/s,-0.0338958092033863m/s,0.00117353908717632m/s,0.0184877328574657m/s,0.083239197731018mA,246,0,FALSE
6749,2022-10-26T15:25:02.712Z,0.197795003652572mA,37.1875°,-1.51067686080932mA,40.3125°,-0.699970126152038mA,40.75°,-0.500737130641937mA,43.375°,-0.156601220369339mA,45.25°,0.12749695777893mA,44.4375°,0.00121298863086849m/s,-1.96768855574471e-18m/s,9.43188642850145e-05m/s,0.000372932874597609m/s,1.15588033420311e-30m/s,0.000440300180343911m/s,0.0888387560844421mA,246,0,FALSE
6750,2022-10-26T15:25:03.718Z,0.0633280351758003mA,37.1875°,-1.72950029373168mA,40.3125°,-0.737725496292114mA,40.75°,-0.514156639575958mA,43.375°,-0.037048615515232mA,45.1875°,0.0373255237936973mA,44.5°,0.0m/s,0.0m/s,1.03924912764341e-06m/s,0.0m/s,0.0m/s,0.0m/s,0.088331401348114mA,246,0,FALSE
6751,2022-10-26T15:25:04.724Z,0.0238040145486593mA,37.1875°,-1.81653904914855mA,40.375°,-0.75862169265747mA,40.75°,-0.516826629638671mA,43.4375°,-0.026866752654314mA,45.25°,0.00373070314526557mA,44.5°,0.0m/s,1.26116861789233e-44m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0895183682441711mA,246,0,FALSE
6752,2022-10-26T15:25:05.731Z,0.00612559076398611mA,37.1875°,-1.89844453334808mA,40.375°,-0.789769411087036mA,40.75°,-0.556939780712127mA,43.4375°,-0.0865025743842125mA,45.25°,0.0221215244382619mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0952901244163513mA,246,0,FALSE
6753,2022-10-26T15:25:06.739Z,0.0121930809691548mA,37.1875°,-1.88957488536834mA,40.375°,-0.82789409160614mA,40.75°,-0.547647714614868mA,43.375°,-0.0836326330900192mA,45.25°,0.0409250780940055mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0889248847961425mA,246,0,FALSE
6754,2022-10-26T15:25:07.742Z,-0.338891923427581mA,37.1875°,-2.51253819465637mA,40.3125°,-1.49813318252563mA,40.75°,-0.253479897975921mA,43.4375°,0.170134365558624mA,45.25°,-0.146599054336547mA,44.5°,-0.175317138433456m/s,0.00665782485157251m/s,-0.0316189639270305m/s,0.509139835834503m/s,-0.0184298176318407m/s,-0.34847667813301m/s,0.0888387560844421mA,246,0,FALSE
6755,2022-10-26T15:25:08.751Z,-0.235915437340736mA,37.1875°,-1.78077936172485mA,40.3125°,-1.76262021064758mA,40.75°,-0.310691267251968mA,43.375°,0.182158678770065mA,45.25°,-0.161461904644966mA,44.5°,0.0966857224702835m/s,0.00695081148296594m/s,-0.0221491418778896m/s,0.339107781648635m/s,-0.0107029266655445m/s,-0.450532138347625m/s,0.0845984816551208mA,246,0,FALSE
6756,2022-10-26T15:25:09.757Z,-1.7847820520401mA,37.1875°,-1.99686014652252mA,40.375°,-0.956901609897613mA,40.75°,-0.517313003540039mA,43.4375°,0.509344696998596mA,45.25°,-0.108411230146884mA,44.5°,-0.000362160266377031m/s,0.00386379030533134m/s,0.783193230628967m/s,-0.203011274337768m/s,-7.84635703894309e-05m/s,0.19851042330265m/s,0.083918809890747mA,246,0,FALSE
6757,2022-10-26T15:25:10.763Z,-0.226964443922042mA,37.1875°,-2.21724605560302mA,40.3125°,-1.17254400253295mA,40.75°,-0.12127536535263mA,43.375°,-0.224235549569129mA,45.25°,0.179626941680908mA,44.5°,-0.367194443941116m/s,-0.0994295328855514m/s,-0.0581361949443817m/s,0.741685926914215m/s,0.153091803193092m/s,-0.318684995174407m/s,0.083239197731018mA,246,0,FALSE
6758,2022-10-26T15:25:11.769Z,-0.126880601048469mA,37.1875°,-2.00022292137146mA,40.3125°,-1.603120803833mA,40.75°,-0.439612388610839mA,43.375°,0.0710565894842147mA,45.25°,0.0392860472202301mA,44.5°,4.71375127616725e-19m/s,0.0280725229531526m/s,-0.0300424378365278m/s,0.00120353756938129m/s,0.0m/s,-1.19880985494091e-06m/s,0.0990232229232788mA,246,0,FALSE
6759,2022-10-26T15:25:12.777Z,0.264542967081069mA,37.1875°,-2.98756003379821mA,40.3125°,-0.618564844131469mA,40.75°,-0.981441378593444mA,43.375°,-0.152658075094223mA,45.25°,0.169182062149047mA,44.5°,-0.0990930348634719m/s,-0.034392699599266m/s,0.0264605097472667m/s,-0.482486188411712m/s,0.0212169308215379m/s,0.637953221797943m/s,0.0812865495681762mA,246,0,FALSE
6760,2022-10-26T15:25:13.786Z,-0.0672973617911338mA,37.1875°,-1.67069280147552mA,40.3125°,-0.851134300231933mA,40.75°,-0.628823637962341mA,43.375°,-0.111344225704669mA,45.25°,0.0912939608097076mA,44.5°,-2.28752038605771e-14m/s,-5.53219870198518e-05m/s,-0.000126235725474543m/s,0.000924034568015486m/s,8.98950165719725e-05m/s,0.000216718355659395m/s,0.0819661617279052mA,246,0,FALSE
6761,2022-10-26T15:25:14.792Z,-0.0795563831925392mA,37.1875°,-1.6146867275238mA,40.3125°,-0.750508546829223mA,40.75°,-0.620130240917205mA,43.375°,-0.0804672613739967mA,45.25°,-0.0151974176988005mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.177359461784362mA,246,0,FALSE
6762,2022-10-26T15:25:15.800Z,-0.0936192646622657mA,37.1875°,-1.5538535118103mA,40.3125°,-0.957482635974884mA,40.6875°,-0.982235074043273mA,43.375°,0.201837301254272mA,45.25°,0.137753337621688mA,44.5°,0.0m/s,0.000977338524535298m/s,0.0m/s,-0.00132818950805813m/s,0.000204677024157717m/s,0.0m/s,0.486799120903015mA,246,0,FALSE
6763,2022-10-26T15:25:16.806Z,,,,,,,,,,,,,,,,,,,,246,,FALSE
6764,2022-10-26T15:25:17.809Z,2.36013388633728mA,37.1875°,-2.92620515823364mA,40.375°,-1.99218010902404mA,40.75°,-1.59719109535217mA,43.375°,-0.418641984462738mA,45.25°,-0.120208673179149mA,44.5°,0.000908632820937782m/s,-0.00101139664184302m/s,0.291623085737228m/s,-0.0415325164794921m/s,-0.00120312138460576m/s,0.0573960579931736m/s,0.0831531286239624mA,246,0,FALSE
6765,2022-10-26T15:25:18.824Z,-0.137569025158882mA,37.1875°,-2.7587604522705mA,40.3125°,-1.90709280967712mA,40.75°,-2.13101720809936mA,43.375°,-0.573523521423339mA,45.1875°,-0.181862980127334mA,44.5°,0.0549251809716224m/s,0.0502777695655822m/s,-0.0497485846281051m/s,-0.197769850492477m/s,-0.0364624820649623m/s,0.117364577949047m/s,0.0839188694953918mA,246,0,FALSE
6766,2022-10-26T15:25:19.826Z,0.300749272108078mA,37.1875°,-0.248854517936706mA,40.3125°,-0.232981979846954mA,40.75°,-0.998925030231475mA,43.375°,-0.244902968406677mA,45.25°,-0.0634616985917091mA,44.5°,0.0501821152865886m/s,0.00878756027668714m/s,0.00722254440188407m/s,-0.0540348216891288m/s,-0.0136538688093423m/s,0.0111275147646665m/s,0.0920645594596862mA,246,0,FALSE
6767,2022-10-26T15:25:20.829Z,-0.231887549161911mA,37.1875°,-2.90099954605102mA,40.375°,-0.694077312946319mA,40.75°,-0.337374985218048mA,43.375°,0.0546911843121051mA,45.1875°,0.138823553919792mA,44.5°,-0.180120795965194m/s,0.0m/s,-0.00347138429060578m/s,0.0862593352794647m/s,0.00494273472577333m/s,0.0937575548887252m/s,0.0869722962379455mA,246,0,FALSE
6768,2022-10-26T15:25:21.832Z,-0.220122769474983mA,37.1875°,-2.68534660339355mA,40.3125°,-0.863156735897064mA,40.75°,-0.375120162963867mA,43.375°,0.0974794328212738mA,45.25°,0.0994310975074768mA,44.5°,-0.00948899891227483m/s,0.000129171399748884m/s,-0.00063925381982699m/s,0.0185411423444747m/s,0.000555924023501575m/s,0.000324714957969263m/s,0.0890110731124877mA,246,0,FALSE
6769,2022-10-26T15:25:22.838Z,-0.137896955013275mA,37.1875°,-2.48161697387695mA,40.3125°,-0.97222226858139mA,40.75°,-0.421536684036254mA,43.375°,0.0646035447716713mA,45.1875°,0.0703044980764389mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0869722366333007mA,246,0,FALSE
6770,2022-10-26T15:25:23.846Z,-0.122692607343196mA,37.1875°,-2.25601696968078mA,40.375°,-1.05232906341552mA,40.6875°,-0.491479933261871mA,43.375°,0.0412674471735954mA,45.25°,0.0567510016262531mA,44.5°,0.0m/s,1.55426392702e-23m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0845122337341308mA,246,0,FALSE
6771,2022-10-26T15:25:24.855Z,-0.132349595427513mA,37.1875°,-2.22395920753479mA,40.3125°,-1.08358836174011mA,40.75°,-0.562100172042846mA,43.375°,0.0283745042979717mA,45.1875°,0.0534572638571262mA,44.5°,0.0m/s,0.0m/s,0.0m/s,-2.52996194833693e-30m/s,0.0m/s,0.0m/s,0.0812865495681762mA,246,0,FALSE
6772,2022-10-26T15:25:25.861Z,-0.104638464748859mA,37.125°,-2.22203826904296mA,40.3125°,-1.09417903423309mA,40.6875°,-0.547704219818115mA,43.375°,0.0135050825774669mA,45.25°,0.0607375092804431mA,44.5°,1.54325105407419e-26m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0845122933387756mA,246,0,FALSE
6773,2022-10-26T15:25:26.872Z,-0.130590945482254mA,37.1875°,-2.18545675277709mA,40.3125°,-1.10415172576904mA,40.6875°,-0.558719515800476mA,43.375°,0.0217732451856136mA,45.25°,0.0406473167240619mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0845122933387756mA,246,0,FALSE
6774,2022-10-26T15:25:27.886Z,-0.0969257652759552mA,37.1875°,-2.25496912002563mA,40.3125°,-1.11835265159606mA,40.6875°,-0.539580762386322mA,43.375°,0.0260438024997711mA,45.1875°,0.0361224710941314mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0869722366333007mA,246,0,FALSE
6775,2022-10-26T15:25:28.896Z,-0.117910057306289mA,37.1875°,-2.27622938156127mA,40.3125°,-1.12148547172546mA,40.75°,-0.55500328540802mA,43.375°,0.0308851525187492mA,45.1875°,0.0491543933749198mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0845122933387756mA,246,0,FALSE
6776,2022-10-26T15:25:29.897Z,-0.116322353482246mA,37.1875°,-2.25878524780273mA,40.3125°,-1.08746719360351mA,40.75°,-0.508790791034698mA,43.375°,0.0230268537998199mA,45.25°,0.0437867008149623mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0890110731124877mA,246,0,FALSE
6777,2022-10-26T15:25:30.906Z,-0.116627492010593mA,37.1875°,-2.27798247337341mA,40.375°,-1.09545159339904mA,40.6875°,-0.503713250160217mA,43.375°,0.0142508298158645mA,45.25°,0.0345311239361763mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0997028946876525mA,246,0,FALSE
6778,2022-10-26T15:25:31.907Z,0.174420371651649mA,37.1875°,-1.98698854446411mA,40.3125°,-1.20533311367034mA,40.6875°,-0.691652357578277mA,43.375°,-0.103573866188526mA,45.25°,-0.166546672582626mA,44.5°,0.00019771531515289m/s,-3.33462958224117e-05m/s,0.000100910794571973m/s,-0.000266421207925304m/s,-0.00102132675237953m/s,0.000119686403195373m/s,0.270292878150939mA,247,0,FALSE
6779,2022-10-26T15:25:32.913Z,0.389373540878295mA,37.1875°,-2.71736311912536mA,40.3125°,-1.47938871383667mA,40.6875°,-0.9512220621109mA,43.375°,-0.63112998008728mA,45.1875°,0.296721488237381mA,44.5°,-0.0358561091125011m/s,-0.00218664528802037m/s,2.36313098866958e-05m/s,0.0143329817801713m/s,0.00653459597378969m/s,-0.00783637817949056m/s,0.0869722962379455mA,247,0,FALSE
6780,2022-10-26T15:25:33.920Z,0.171631202101707mA,37.1875°,-1.97213447093963mA,40.3125°,-1.29942977428436mA,40.75°,0.704650998115539mA,43.375°,-1.27716588973999mA,45.25°,-0.0153777785599231mA,44.5°,0.121256344020366m/s,0.0708355456590652m/s,-2.53021955490112m/s,0.452066510915756m/s,0.00011955814261455m/s,-0.486432969570159m/s,0.0787404179573059mA,247,0,FALSE
6781,2022-10-26T15:25:34.928Z,0.436273038387298mA,37.1875°,-3.85404014587402mA,40.3125°,-1.26865863800048mA,40.6875°,-1.0852301120758mA,43.4375°,-0.484230667352676mA,45.1875°,0.176057606935501mA,44.5°,-0.00639333482831716m/s,-0.0705625712871551m/s,0.0235280971974134m/s,-0.528962016105651m/s,0.026566470041871m/s,0.546546041965484m/s,0.0818800330162048mA,247,0,FALSE
6782,2022-10-26T15:25:35.930Z,-0.148739978671073mA,37.1875°,-3.76790571212768mA,40.3125°,-2.30784511566162mA,40.75°,-1.08505344390869mA,43.375°,-0.0395760983228683mA,45.25°,-0.0921836718916893mA,44.5°,6.00371260952442e-14m/s,-0.0116252824664115m/s,-0.000215876978472806m/s,0.000988021958619356m/s,-0.00036452553467825m/s,-0.0120468195527791m/s,0.501310050487518mA,247,1,FALSE
6783,2022-10-26T15:25:36.940Z,-0.0593177564442157mA,37.1875°,-3.55185794830322mA,40.3125°,-1.6124939918518mA,40.75°,-1.13375973701477mA,43.375°,-0.0503460019826889mA,45.25°,-0.0506117492914199mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,6.64329927531071e-05m/s,0.0959697961807251mA,247,1,FALSE
6784,2022-10-26T15:25:37.945Z,-0.0183786898851394mA,37.1875°,-3.7477171421051mA,40.3125°,-1.58850944042205mA,40.75°,-1.113654255867mA,43.375°,-0.0658346340060234mA,45.25°,-0.0187335945665836mA,44.5°,-1.13175702721463e-31m/s,0.0m/s,0.0m/s,4.09178256537419e-25m/s,0.0m/s,0.0m/s,0.0789127349853515mA,247,0,FALSE
6785,2022-10-26T15:25:38.948Z,-0.195248633623123mA,37.1875°,-2.90676045417785mA,40.3125°,-1.38621056079864mA,40.75°,-0.943508863449096mA,43.375°,0.197452038526535mA,45.25°,-0.0298958979547023mA,44.5°,0.000104812170320656m/s,9.13686890271492e-05m/s,0.0m/s,2.20749110383853e-15m/s,0.0m/s,8.91134623088873e-05m/s,0.0780608654022216mA,247,0,FALSE
6786,2022-10-26T15:25:39.957Z,-0.224775224924087mA,37.1875°,-2.46881389617919mA,40.3125°,-1.30125832557678mA,40.75°,-0.832407176494598mA,43.375°,0.23403313755989mA,45.25°,-0.0113839767873287mA,44.5°,6.5527310653124e-05m/s,1.45510186817156e-35m/s,0.0m/s,2.57473023926497e-32m/s,0.0m/s,1.16715109799159e-10m/s,0.0889248847961425mA,247,0,FALSE
6787,2022-10-26T15:25:40.960Z,-0.227481305599212mA,37.1875°,-2.39794826507568mA,40.375°,-1.29840099811553mA,40.75°,-0.819571435451507mA,43.375°,0.270579725503921mA,45.25°,-0.00588661059737205mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0798412561416626mA,247,0,FALSE
6788,2022-10-26T15:25:41.971Z,-0.155548676848411mA,37.1875°,-2.12365198135375mA,40.3125°,-1.05573880672454mA,40.75°,-0.464871048927307mA,43.375°,0.109728902578353mA,45.25°,0.00382525287568569mA,44.5°,0.0m/s,0.000614515505731105m/s,-0.000579957792069762m/s,0.00505686644464731m/s,-2.03580529172263e-23m/s,0.00010416947043268m/s,0.0845122933387756mA,247,0,FALSE
6789,2022-10-26T15:25:42.983Z,0.0158730037510395mA,37.1875°,-1.82689237594604mA,40.375°,-0.946213603019714mA,40.75°,-0.503024101257324mA,43.375°,-0.0753776729106903mA,45.25°,-0.0275060646235942mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.207912921905517mA,247,0,FALSE
6790,2022-10-26T15:25:43.991Z,-0.00321183376945555mA,37.1875°,-1.87169003486633mA,40.375°,-0.971245884895324mA,40.75°,-0.513353586196899mA,43.375°,-0.0497892461717128mA,45.25°,-0.0193895287811756mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.087651789188385mA,247,0,FALSE
6791,2022-10-26T15:25:44.994Z,-0.015789495781064mA,37.1875°,-1.95582211017608mA,40.3125°,-0.984941065311431mA,40.75°,-0.524101197719574mA,43.4375°,-0.0646350756287574mA,45.1875°,-0.00136310153175145mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0877379775047302mA,247,0,FALSE
6792,2022-10-26T15:25:46.002Z,-0.0321448519825935mA,37.1875°,-1.96551060676574mA,40.375°,-0.979374647140502mA,40.75°,-0.540282130241394mA,43.375°,-0.0544768795371055mA,45.1875°,-0.01259739510715mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0820523500442504mA,247,0,FALSE
6793,2022-10-26T15:25:47.009Z,-0.0258063524961471mA,37.1875°,-1.99979817867279mA,40.375°,-0.986116766929626mA,40.75°,-0.532215893268585mA,43.4375°,-0.0620665736496448mA,45.25°,-0.018323365598917mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0845984816551208mA,247,0,FALSE
6794,2022-10-26T15:25:48.015Z,-0.0246530622243881mA,37.1875°,-1.98935770988464mA,40.3125°,-1.00193321704864mA,40.75°,-0.532577693462371mA,43.4375°,-0.0470354296267032mA,45.25°,-0.0114620625972747mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0836604237556457mA,247,0,FALSE
6795,2022-10-26T15:25:49.019Z,0.0850360244512558mA,37.1875°,-1.59241116046905mA,40.3125°,-0.843011856079101mA,40.75°,-0.578407526016235mA,43.4375°,-0.193854361772537mA,45.25°,0.073841392993927mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0928302407264709mA,247,0,TRUE
6796,2022-10-26T15:25:50.022Z,0.124194517731666mA,37.1875°,-1.58231806755065mA,40.375°,-0.762996554374694mA,40.75°,-0.925337553024292mA,43.375°,-0.217624649405479mA,45.25°,0.20603585243225mA,44.5°,0.0997401997447013m/s,-0.0217756163328886m/s,0.0212881322950124m/s,-0.20614007115364m/s,0.00811806600540876m/s,0.128310605883598m/s,0.0869722962379455mA,247,0,FALSE
6797,2022-10-26T15:25:51.030Z,0.164016306400299mA,37.1875°,-1.52651071548461mA,40.3125°,-0.70741730928421mA,40.8125°,-0.476309061050415mA,43.375°,-0.123817831277847mA,45.1875°,0.0862251967191696mA,44.5°,0.000123167817946523m/s,0.0m/s,0.0m/s,7.80208608830435e-09m/s,0.0m/s,0.000571849348489195m/s,0.0820523500442504mA,247,0,FALSE
6798,2022-10-26T15:25:52.039Z,0.0614966452121734mA,37.1875°,-1.7453054189682mA,40.375°,-0.740978360176086mA,40.75°,-0.500392138957977mA,43.4375°,-0.11012976616621mA,45.25°,0.0172739401459693mA,44.4375°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0807792544364929mA,247,0,FALSE
6799,2022-10-26T15:25:53.044Z,0.0236676409840583mA,37.1875°,-1.85342347621917mA,40.3125°,-0.772568702697753mA,40.8125°,-0.541863739490509mA,43.375°,-0.0795234218239784mA,45.25°,8.58309213072061e-05mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0926579236984252mA,247,0,FALSE
6800,2022-10-26T15:25:54.049Z,0.0266176499426364mA,37.1875°,-1.87383270263671mA,40.3125°,-0.767981052398681mA,40.75°,-0.529480516910553mA,43.4375°,-0.0879475250840187mA,45.25°,0.00871483236551284mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.174306094646453mA,247,0,FALSE
6801,2022-10-26T15:25:55.053Z,0.023470651358366mA,37.1875°,-1.91139578819274mA,40.375°,-0.806385159492492mA,40.75°,-0.553444445133209mA,43.4375°,-0.088336631655693mA,45.25°,0.017655499279499mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0874795913696289mA,247,0,FALSE
6802,2022-10-26T15:25:56.060Z,0.0301734376698732mA,37.125°,-1.92554879188537mA,40.375°,-0.821379721164703mA,40.75°,-0.554772853851318mA,43.4375°,-0.0940005853772163mA,45.25°,0.037231221795082mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0896044969558715mA,247,0,FALSE
6803,2022-10-26T15:25:57.066Z,0.0403994806110858mA,37.1875°,-1.88782119750976mA,40.375°,-0.838121235370636mA,40.75°,-0.543091893196106mA,43.4375°,-0.0688809975981712mA,45.25°,0.0296601429581642mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0806931257247924mA,247,0,FALSE
6804,2022-10-26T15:25:58.074Z,0.0245532058179378mA,37.1875°,-1.88013744354248mA,40.375°,-0.82475858926773mA,40.6875°,-0.537908196449279mA,43.375°,-0.0941367968916893mA,45.1875°,0.0266558043658733mA,44.5625°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0819661617279052mA,247,0,FALSE
6805,2022-10-26T15:25:59.078Z,0.0447966605424881mA,37.1875°,-1.8847472667694mA,40.3125°,-0.829200446605682mA,40.75°,-0.558643400669097mA,43.375°,-0.0869418606162071mA,45.25°,0.0295632816851139mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0869722962379455mA,247,0,FALSE
6806,2022-10-26T15:26:00.078Z,0.0323965102434158mA,37.1875°,-1.85757791996002mA,40.375°,-0.840445160865783mA,40.6875°,-0.552899122238159mA,43.4375°,-0.112677671015262mA,45.25°,0.0250169523060321mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0907914638519287mA,247,0,FALSE
